ID,Name,CAS,Formula,Ion Species,Mass (DB),CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,POS QCdilution 0 0625 DI2.d.HRdm, POS QCdilution 0 125 DI2.d.HRdm, POS QCdilution 0 25 DI2.d.HRdm, POS QCdilution 0 5 DI2.d.HRdm, POS QCdilution 1 0 DI2.d.HRdm, POS S1P DI2.d.HRdm, POS S1S DI2.d.HRdm, POS S2P DI2.d.HRdm, POS S2S DI2.d.HRdm, POS S3P DI2.d.HRdm, POS S3S DI2.d.HRdm, POS W1P DI2.d.HRdm, POS W1S DI2.d.HRdm, POS W2P DI2.d.HRdm, POS W2S DI2.d.HRdm, POS W3P DI2.d.HRdm, POS W3S DI2.d.HRdm
3168,"25-Acetyl-6,7-didehydrofevicordin F 3-glucoside",178062-92-5,C37 H52 O13,(M+NH4)+,704.3408,,2.011,0.001,41.373,0.158,245.91,0.95,722.3753,0.0005,0.0000604,1.26,1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,60367.81,0.001,0.001,35107.15,78069.1,0.001,71320.43,0.001,100391.9,0.001,85201.11,0.001,104170.2
3169,11-beta-hydroxyandrosterone-3-glucuronide,,C25 H38 O9,(M+H)+,482.2516,,2.896,0.001,27.906,0.215,166.91,1.3,483.2578,0.0011,0.0000603,2.26,1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188554.4,0.001,0.001,76478.66,0.001,0.001,0.001,111665.2,0.001
3170,Palmatoside G,105597-95-3,C25 H32 O10,(M+NH4)+,492.1995,,2.574,0.001,28.512,0.038,170.31,0.23,510.236,0.0003,0.0000602,2.82,1,2,2,88.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,185832.4,0.001,150026,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3171,,,,,,,2.104,0.014,33.803,0.025,199.51,0.15,1038.2927,0.0038,0.0000602,1.77,1,2,5,80.5,,FALSE,0.001,54755.31,69429.28,73193.86,0.001,0.001,0.001,27009.14,0.001,0.001,0.001,0.001,0.001,48672.19,0.001,0.001,0.001
3172,,,,,,,0.222,0.003,1.793,0.011,9.17,0.07,1210.8164,0.0012,0.0000601,2.59,1,4,3,90,,FALSE,0.001,0.001,0.001,0.001,0.001,75336.93,91404.49,0.001,0.001,0.001,0.001,0.001,0.001,172256.8,0.001,0.001,0.001
3173,,,,,,,0.258,0.002,39.617,0.074,236.63,0.44,565.3429,0.0009,0.0000601,1.97,1,2,4,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85249.73,0.001,187931.4,0.001,0.001,0.001,102380.4,0.001,174181.1
3174,(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone,,C17 H30 O,(M+NH4)+,250.2297,,0.974,0.001,33.833,0.131,207.07,0.81,268.2651,0.0002,0.0000601,2.31,1,2,3,100,,FALSE,0.001,0.001,0.001,83905.04,173679.4,0.001,205633.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3175,Bikhaconitine,6078-26-8,C36 H51 N O11,(M+Na)+,673.3462,,2.667,0,44.356,0.129,263.93,0.77,696.3356,0.0006,0.0000601,2.04,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,126839.1,0.001,0.001,73382.91,0.001,0.001,0.001,38299.76,0.001,0.001,0.001,119462.9,0.001
3176,Desoxypeganine,495-59-0,C11 H12 N2,(M+Na)+,172.1,,1.599,0.005,22.634,0.035,140.45,0.22,195.0892,0.0002,0.0000601,1.66,1,2,5,99,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,107662.2,0.001,0.001,0.001,127961.4,0.001,0.001,0.001,91765.79,34644.36,148212.5
3177,Dimoracin,84323-11-5,C38 H32 O8,(M+NH4)+,616.2097,,1.899,0.003,38.986,0.223,232.24,1.34,634.2442,0.0008,0.00006,1.92,1,3,5,97.1,,FALSE,0.001,0.001,0.001,45335.63,26769.4,0.001,0.001,0.001,0.001,61233.07,203827.3,0.001,0.001,71552.89,0.001,0.001,0.001
3178,,,,,,,1.7,0.003,52.48,0.229,310.53,1.36,1044.4887,0.0012,0.00006,1.65,1,3,5,99.2,,FALSE,0.001,0.001,0.001,0.001,126744,0.001,0.001,74024.64,63487.86,0.001,118157,0.001,0.001,0.001,0.001,0.001,114126.1
3179,,,,,,,0.328,0.083,43.886,0.099,261.3,0.59,672.5293,0.0019,0.00006,2.88,1,2,5,83,,FALSE,0.001,3201.427,0.001,0.001,119549,0.001,0.001,0.001,0.001,14141.03,7670.881,0.001,0.001,0.001,0.001,199803.3,0.001
3180,,,,,,,0.457,0.003,36.146,0.197,216.01,1.18,539.2504,0.0007,0.0000599,1.51,1,2,6,93.7,,FALSE,0.001,0.001,0.001,0.001,74910.96,0.001,50152.38,97543.86,61586.02,0.001,0.001,0.001,96962.78,0.001,0.001,0.001,115385
3181,Oxyapramycin,56283-52-4,C21 H41 N5 O12,(M+NH4)+,555.2752,,2.759,0.014,39.997,0.134,238.83,0.81,573.3128,0.0019,0.0000599,1.88,1,2,4,91.8,,FALSE,0.001,0.001,0.001,0.001,102409.8,0.001,121339,0.001,0.001,0.001,0.001,0.001,145973,87053.74,0.001,0.001,0.001
3182,,,,,,,0.254,0.002,35.303,0.057,213.01,0.35,385.2936,0.0003,0.0000598,2,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,78725.27,0.001,56884.11,0.001,65976.51,0.001,0.001,0.001,0.001,0.001,115107.5,0.001
3183,,,,,,,2.781,0.002,55.099,0.468,325.74,2.78,1140.5865,0.0015,0.0000598,1.95,1,3,4,97.6,,FALSE,0.001,0.001,0.001,0.001,113375.6,0.001,0.001,0.001,106718,0.001,103516.1,0.001,222158.5,0.001,0.001,0.001,0.001
3184,Fospropofol,258516-89-1,C13 H21 O5 P,(M+NH4)+,288.1127,,1.445,0.008,28.067,0.071,170.52,0.44,306.1464,0.0008,0.0000598,2.96,1,2,2,99.9,,FALSE,0.001,0.001,94476.48,244768.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3185,,,,,,,0.22,,52.084,,308.06,,1075.3072,,0.0000598,4.12,1,3,1,95.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,285829.8,0.001,0.001,0.001,0.001,0.001
3186,Phenylgalactoside,,C12 H16 O6,(M+H)+,256.0947,,1.275,0.075,26.4,0.048,161.58,0.29,257.1011,0.0009,0.0000598,3.2,1,2,2,97.4,,FALSE,120260.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70731.63,0.001,0.001,0.001,0.001,0.001
3187,,,,,,,2.293,0.002,37.295,0.081,220.81,0.48,872.9766,0.0017,0.0000597,2.37,1,2,3,88.7,,FALSE,0.001,0.001,0.001,0.001,193336.7,140469.5,0.001,0.001,0.001,54525.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3188,,,,,,,2.125,0.003,47.169,0.044,279.61,0.26,884.4669,0.0015,0.0000597,1.63,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88994.65,121021.7,0.001,82233.21,0.001,111537.8,0.001,94396.95,0.001,0.001
3189,,,,,,,1.856,0.002,42.557,0.063,253.13,0.38,702.3678,0.0003,0.0000596,2.89,1,3,2,96.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,192907.1,0.001,0.001,0.001,318835.1,0.001,0.001,0.001,0.001,0.001,0.001
3190,Cyclic-GMP,40732-48-7,C10 H12 N5 O7 P,(M+H)+,345.0474,,2.36,0,29.176,0.025,176.46,0.15,346.0566,0.0002,0.0000596,2.28,1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,144173.6,0.001,134011.5,0.001,0.001,0.001,0.001,0.001,255673.8,0.001,0.001,0.001,0.001
3191,,,,,,,0.543,0.063,46.29,0.038,274.63,0.22,832.4263,0.0005,0.0000596,2.44,1,2,3,89.3,,FALSE,0.001,0.001,0.001,0.001,244633.7,0.001,0.001,0.001,93324.73,0.001,0.001,0.001,189323.6,0.001,0.001,0.001,0.001
3192,Ubiquinone 8,2394-68-5,C49 H74 O4,(M+H)+,726.5587,,0.227,,46.917,,279.03,,727.5674,,0.0000596,4.12,1,3,1,93.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,304584,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3193,,,,,,,0.959,0.008,41.768,0.083,249.16,0.5,606.4228,0.0014,0.0000595,1.81,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,110701.3,104473,0.001,0.001,21940.44,0.001,0.001,53117.41,0.001,65412.06,0.001,0.001,0.001
3194,,,,,,,1.843,0.003,29.64,0.155,178.82,0.94,372.1143,0.0009,0.0000594,2.17,1,2,4,82.7,,FALSE,0.001,0.001,0.001,0.001,192591.5,0.001,0.001,17035.96,0.001,0.001,170512.3,0.001,0.001,0.001,0.001,0.001,135895.8
3195,,,,,,,2.086,0.007,35.872,0.021,215.31,0.13,457.3522,0.0017,0.0000593,1.94,1,2,4,100,,FALSE,0.001,0.001,0.001,75932.52,0.001,0.001,0.001,109032.9,0.001,96761.09,0.001,0.001,0.001,0.001,90033.2,0.001,0.001
3196,,,,,,,0.68,0.117,38.928,0.097,232.07,0.58,611.3408,0.0011,0.0000593,3.18,1,3,3,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,274257.9,0.001,32025.19,0.001,0.001,0.001,36207.27,0.001,0.001,0.001
3197,(7'R)-(+)-Lyoniresinol 9'-glucoside,87585-32-8,C28 H38 O13,(M+NH4)+,582.2312,,1.35,0.005,38.517,0.077,229.7,0.46,600.2671,0.0008,0.0000592,1.66,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,72518.68,0.001,68040.21,0.001,135141.3,0.001,132491.4,0.001,0.001,0.001,0.001,0.001,113298
3198,,,,,,,0.234,0.003,43.692,0.151,259.71,0.9,732.5483,0.0011,0.0000591,1.89,1,3,6,93.7,,FALSE,0.001,0.001,0.001,0.001,39961.75,98813.66,0.001,0.001,0.001,96668.52,25729.68,0.001,0.001,67361.19,7196.829,0.001,0.001
3199,Cerberin,25633-33-4,C32 H48 O9,(M+H)+,576.3298,,2.331,0.009,38.144,0.125,227.67,0.75,577.3363,0.0007,0.000059,1.57,1,2,6,92.8,,FALSE,0.001,0.001,0.001,47146.08,108407.1,45141.28,0.001,0.001,0.001,0.001,0.001,0.001,103998.5,0.001,0.001,17593.68,160171.4
3200,Picrasin E,33204-38-5,C22 H30 O7,(M+H)+,406.1992,,2.458,0.003,31.587,0.074,190.09,0.45,407.2031,0.0019,0.0000589,2.38,1,2,3,97.5,,FALSE,0.001,0.001,48692.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,187638.8,0.001,272849.4,0.001,0.001,0.001,0.001
3201,N2-Fructopyranosylarginine,162966-07-6,C12 H24 N4 O7,(2M+NH4)+,336.1645,,2.521,0.001,33.328,0.307,197.98,1.84,690.3566,0.0017,0.0000588,3.3,1,3,2,99.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,235601.1,0.001,0.001,0.001,62274.63,0.001,0.001,0.001
3202,,,,,,,2.753,,30.061,,179.07,,582.804,,0.0000588,4.12,1,3,1,91.3,,FALSE,0.001,0.001,0.001,371313.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3203,Veracevine,5876-23-3,C27 H43 N O8,(M+Na)+,509.2989,,0.387,0.003,37.764,0.113,225.82,0.68,532.286,0.0001,0.0000588,2.97,1,2,2,83.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,341268.2,0.001,206503.8,0.001,0.001,0.001,0.001
3204,,,,,,,0.911,0.014,41.889,0.116,249.54,0.7,647.3197,0.0006,0.0000587,1.45,1,3,7,100,,FALSE,0.001,0.001,0.001,0.001,0.001,82319.27,0.001,75187.73,0.001,55634.21,31881.33,0.001,59408.51,0.001,41471.86,0.001,63273.38
3205,LysoPC(17:0),,C25 H53 N O7 P,(M+Na)+,510.356,,0.375,0.002,33.959,0.052,202.91,0.31,533.3424,0.0017,0.0000586,2.53,1,2,3,98.2,,FALSE,0.001,0.001,0.001,0.001,0.001,163683.4,0.001,0.001,0.001,114992.8,0.001,0.001,0.001,0.001,59214.97,0.001,0.001
3206,Nicotinamide riboside,1341-23-7,C11 H15 N2 O5,(M+NH4)+,255.0981,,1.023,0.002,27.909,0.105,170.41,0.64,273.1345,0.0013,0.0000586,1.88,1,2,4,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,99596.78,102540.4,0.001,71066.24,0.001,0.001,0.001,0.001,135383.1,0.001,0.001
3207,Methionyl-Serine,,C8 H16 N2 O4 S,(M+Na)+,236.0831,,2.781,0.001,25.336,0.233,154.94,1.44,259.0732,0.0005,0.0000586,2.92,1,3,2,95.6,,FALSE,0.001,0.001,0.001,0.001,295293.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,224248,0.001,0.001,0.001,0.001
3208,"2,4-Di-tert-butylphenol",96-76-4,C14 H22 O,(M+Na)+,206.1671,,1.483,0.004,25.818,0.067,158.92,0.42,229.1581,0.0005,0.0000584,2.34,1,2,3,85.6,,FALSE,0.001,0.001,0.001,0.001,106433.6,0.001,0.001,0.001,233509,0.001,0.001,0.001,0.001,0.001,0.001,0.001,183323.9
3209,Fenpropathrin,39515-41-8,C22 H23 N O3,(M+H)+,349.1678,,2.405,0.007,28.946,0.048,174.97,0.29,350.1739,0.001,0.0000583,1.97,1,2,4,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,47620.89,0.001,0.001,123452.1,0.001,167017,0.001,0.001,0.001,198475.2
3210,Lanatoside C,17575-22-3,C49 H76 O20,(M+Na)+,984.493,,1.441,0.005,51.85,0.131,306.93,0.78,1007.4821,0.0016,0.0000581,2.63,1,2,3,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,180682.8,0.001,0.001,214245.5,0.001,40790.03,0.001,0.001,0.001,0.001
3211,,,,,,,0.368,0.002,46.943,0.044,279.66,0.27,666.6439,0.0022,0.000058,2.21,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57024.3,183595.4,0.001,32911.36,0.001,0.001,115797.8,0.001,0.001,0.001
3212,,,,,,,0.596,0.132,47.478,0.291,282.7,1.74,685.4388,0.0013,0.000058,1.53,1,2,7,82.4,,FALSE,0.001,44801.49,24220.95,0.001,0.001,38886.76,0.001,0.001,0.001,0.001,37544.79,34445.31,0.001,0.001,29987.92,76376.97,0.001
3213,,,,,,,0.234,0.005,36.438,0.124,217.4,0.75,579.108,0.002,0.000058,3.16,1,2,4,98.8,,FALSE,0.001,0.001,0.001,17408.24,361474.3,0.001,0.001,43179.72,0.001,17644.52,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3214,,,,,,,0.223,,45.384,,269.12,,854.2489,,0.0000579,4.12,1,2,1,86,,FALSE,0.001,0.001,0.001,0.001,0.001,322576.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3215,Platydesmine,2824-86-4,C15 H17 N O3,(M+NH4)+,259.1208,,0.809,0.001,27.557,0.07,168.12,0.43,277.1539,0.0014,0.0000579,2.92,1,2,2,96.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,111435.3,0.001,0.001,0.001,0.001,0.001,0.001,357918.7
3216,,,,,,,0.841,0.001,43.381,0.014,259,0.08,589.52,0.0013,0.0000579,2.85,1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156070.5,0.001,0.001,0.001,124594.2,0.001
3217,Toxoflavine,84-82-2,C7 H7 N5 O2,(M+H)+,193.06,,0.295,,21.562,,133.77,,194.0676,,0.0000578,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,515149.3,0.001,0.001,0.001,0.001,0.001,0.001
3218,Varanic acid,1061-64-9,C27 H46 O6,(M+Na)+,466.3294,,0.367,0.006,32.213,0.027,192.83,0.16,489.3163,0,0.0000578,3.39,1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,60381.42,0.001,0.001,0.001,240141.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3219,,,,,,,1.889,0.01,47.185,0.107,279.84,0.64,856.4099,0.0018,0.0000577,2.18,1,2,4,89.3,,FALSE,0.001,0.001,17063.71,0.001,0.001,0.001,0.001,130815.8,0.001,0.001,0.001,0.001,0.001,49860.61,0.001,108434.1,0.001
3220,5-O-Feruloylquinic acid,,C17 H20 O9,(M+H)+,368.1107,,1.785,0.041,30.919,0.061,186.65,0.37,369.1184,0.0003,0.0000576,2.09,1,2,4,97.1,,FALSE,0.001,0.001,0.001,105137.9,0.001,40593.06,193072.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86607.6,0.001,0.001
3221,,,,,,,0.236,0.001,43.292,0.075,257.61,0.45,690.4598,0.0014,0.0000576,2.94,1,2,2,95.2,,FALSE,0.001,61685.15,164149.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3222,Protogracillin,54848-30-5,C51 H84 O23,(M+NH4)+,1064.5403,,0.484,0.005,54.827,0.146,324.33,0.87,1082.5698,0.0011,0.0000575,2.82,1,3,2,98.5,,FALSE,0.001,0.001,0.001,0.001,0.001,159354.5,0.001,0.001,0.001,147849.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3223,,,,,,,0.233,0.003,36.91,0.122,220.24,0.73,579.1094,0.0009,0.0000575,2.7,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,300803.1,35898.5,0.001,0.001,0.001,22614.97,0.001,45506.9,0.001,0.001,0.001,0.001,0.001
3224,LysoPC(15:0),,C23 H49 N O7 P,(M+Na)+,482.3247,,1.929,0.011,35.958,0.259,215.24,1.56,505.3157,0.0014,0.0000574,2.2,1,2,4,99.9,,FALSE,0.001,0.001,0.001,0.001,131413.2,0.001,0.001,120262.8,0.001,0.001,0.001,97489.26,8573.372,0.001,0.001,0.001,0.001
3225,"N1,N10-Diferuloylspermidine",70185-61-4,C27 H35 N3 O6,(M+Na)+,497.2526,,0.965,0.003,37.287,0.277,223.08,1.67,520.2403,0.0007,0.0000573,1.6,1,3,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,30255.96,70142.51,0.001,40122.63,0.001,0.001,0.001,173210.1,0.001,74535.05,0.001,129206
3226,,,,,,,0.22,,49.304,,292.16,,921.3148,,0.0000573,4.12,1,3,1,91,,FALSE,0.001,0.001,0.001,0.001,0.001,318870.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3227,,,,,,,0.224,0.001,48.821,0.029,290.35,0.17,736.556,0.001,0.0000573,2.91,1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130584.7,0.001,0.001,0.001,169976,0.001,0.001,0.001,0.001,0.001
3228,,,,,,,0.59,0.004,48.618,0.185,288.87,1.1,775.552,0.0032,0.0000573,2.07,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60559.41,0.001,43598.34,0.001,121355.9,0.001,56343.46,0.001
3229,Dibucaine,85-79-0,C20 H29 N3 O2,(M+Na)+,343.226,,2.722,0.092,30.257,0.162,182.67,0.98,366.2149,0.0004,0.000057,1.7,1,2,5,97.8,,FALSE,0.001,0.001,59973.22,0.001,94181.38,0.001,0.001,0.001,0.001,0.001,145323.7,0.001,101419.1,0.001,50454.82,0.001,0.001
3230,PE(16:1(9Z)/P-18:1(11Z)),,C39 H74 N O7 P,(M+Na)+,699.5203,,0.606,,47.051,,279.86,,722.5076,,0.000057,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,281334,0.001
3231,Licoricesaponin B2,118536-86-0,C42 H64 O15,(M+NH4)+,808.4245,,2.713,0.002,47.42,0.307,281.41,1.83,826.4601,0.0003,0.0000569,2.94,1,2,2,84.5,,FALSE,0.001,0.001,92285.16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,179548.8,0.001
3232,Curcumin III,91884-88-7,C21 H20 O4,(M+Na)+,336.1362,,0.642,0.002,30.149,0.109,182.14,0.67,359.1234,0.0006,0.0000569,1.64,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129626.9,0.001,110927.3,0.001,84831.55,0.001,90950.91,0.001,107687.2
3233,,,,,,,0.222,0.001,42.81,0.033,254.27,0.2,759.2257,0.0007,0.0000569,3,1,3,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,104447,0.001,0.001,0.001,0.001,0.001,182244,0.001,0.001,0.001,0.001,0.001
3234,GYKI 52466,102771-26-6,C17 H15 N3 O2,(M+Na)+,293.1164,,0.761,0.006,28.247,0.018,171.39,0.11,316.1058,0.0013,0.0000568,2.86,1,2,2,93,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,194803.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,324480.7
3235,,,,,,,1.199,0.147,36.052,0.06,216.05,0.36,484.3828,0.0012,0.0000566,2.91,1,2,3,97,,FALSE,0.001,0.001,22298.7,0.001,0.001,0.001,0.001,77753.52,0.001,0.001,0.001,185185.6,0.001,0.001,0.001,0.001,0.001
3236,Kalihinol A,91294-83-6,C22 H33 Cl N2 O2,(M+Na)+,392.2231,,0.247,0.001,31.722,0.13,190.78,0.79,415.2134,0.0005,0.0000566,2.88,1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139155.9,0.001,0.001,0.001,159916.9,0.001,0.001,0.001,0.001,0.001
3237,,,,,,,0.938,0.002,36.282,0.148,217.13,0.89,510.2941,0.0009,0.0000566,1.68,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74308.33,57126.69,78821.07,0.001,0.001,0.001,44032.43,0.001,65363.3,0.001
3238,,,,,,,1.486,,44.412,,264.33,,688.5085,,0.0000566,4.12,1,3,1,82.4,,FALSE,0.001,0.001,0.001,357197.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3239,Alvimopan,156053-89-3,C25 H32 N2 O4,(M+Na)+,424.2362,,0.505,0.003,34.627,0.14,207.92,0.85,447.2229,0.0005,0.0000566,1.51,1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,68287.79,59474.58,0.001,72261.48,42169.9,71324.23,0.001,0.001,0.001,32446.9,0.001,0.001,0.001
3240,"N,N'-Diethylthiourea",105-55-5,C5 H12 N2 S,(M+Na)+,132.0721,,0.408,,20.404,,128.49,,155.0615,,0.0000565,4.12,1,2,1,81.3,,FALSE,0.001,0.001,0.001,0.001,0.001,314776,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3241,,,,,,,2.289,0.002,37.699,0.153,223.18,0.91,883.9656,0.0013,0.0000565,2.24,1,3,3,83.6,,FALSE,0.001,0.001,0.001,131793.1,134328,105972.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3242,Varanic acid,1061-64-9,C27 H46 O6,(M+Na)+,466.3294,,0.229,0.003,40.085,0.137,240.32,0.83,489.3162,0.0009,0.0000564,2.1,1,2,4,95.2,,FALSE,0.001,0.001,0.001,0.001,0.001,66128.31,205180.5,0.001,0.001,51723.54,0.001,0.001,0.001,44429.11,0.001,0.001,0.001
3243,Icacine,64999-57-1,C22 H31 N O6,(2M+NH4)+,405.2151,,2.692,,46.632,,276.7,,828.4675,,0.0000564,4.12,1,2,1,98.5,,FALSE,150776,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3244,"PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",,C44 H77 O10 P,(M+Na)+,796.5254,,0.55,0.003,48.581,0.089,288.37,0.53,819.5148,0.0021,0.0000564,1.66,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,54091.63,0.001,48561.26,0.001,71859.7,0.001,69058.43,0.001,42817.66,0.001
3245,Goldinodox,12704-90-4,C44 H62 N2 O12,(M+NH4)+,810.4303,,0.844,,48.113,,285.53,,828.4653,,0.0000562,4.12,1,2,1,90.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,268538.5,0.001,0.001,0.001,0.001,0.001
3246,,,,,,,0.655,0.001,30.534,0.207,184.02,1.25,386.1688,0.0005,0.0000562,1.63,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,64793.38,0.001,116947.2,0.001,113802.9,0.001,0.001,0.001,98415.66,0.001,107044.5
3247,,,,,,,1.495,0.157,40.652,0.047,242.66,0.28,584.4758,0.0012,0.0000561,1.75,1,2,6,83.4,,FALSE,0.001,0.001,0.001,0.001,0.001,25407.22,0.001,123434.6,51683.91,0.001,0.001,41516.83,0.001,0.001,108963,0.001,40419.01
3248,Glycochenodeoxycholic acid 3-glucuronide,79254-98-1,C32 H51 N O11,(M+H)+,625.3462,,1.84,0.006,41.312,0.111,246.25,0.66,626.3541,0.0025,0.0000561,2.21,1,3,4,82.4,,FALSE,0.001,0.001,0.001,44878.18,0.001,0.001,221366.3,75054.88,0.001,46903.51,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3249,Dehydrocostus lactone,477-43-0,C15 H18 O2,(M+Na)+,230.1307,,0.427,0.001,25.571,0.079,156.57,0.49,253.1196,0.0006,0.000056,2.32,1,2,3,97,,FALSE,0.001,0.001,0.001,0.001,0.001,74053.14,0.001,0.001,0.001,0.001,0.001,0.001,252691.9,0.001,0.001,0.001,174803.8
3250,,,,,,,1.006,0.006,35.697,0.112,213.72,0.67,500.2098,0.0002,0.0000559,3.27,1,2,2,96.7,,FALSE,0.001,0.001,0.001,0.001,101732.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,382139.5,0.001,0.001
3251,Bisibuthiamine,3286-46-2,C32 H46 N8 O6 S2,(M+H)+,702.2982,,2.249,0.005,32.706,0.075,194.19,0.45,703.3071,0.0011,0.0000558,2.29,1,3,3,96,,FALSE,0.001,0.001,0.001,0.001,0.001,102613.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67841.33,206627.9,0.001,0.001
3252,Dioncophylline A,60142-17-8,C24 H27 N O3,(M+H)+,377.1991,,2.437,0.007,31.335,0.133,189.02,0.81,378.207,0.0007,0.0000557,2.23,1,2,3,88.3,,FALSE,0.001,0.001,0.001,0.001,152256.5,0.001,0.001,0.001,166264.9,0.001,0.001,0.001,0.001,0.001,157802.2,0.001,0.001
3253,,,,,,,2.52,,2.752,,14.84,,1375.7419,,0.0000557,4.12,1,3,1,89,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,274896.8,0.001
